season,year,hour,day,count
3,1,10,3,447
3,1,11,3,485
3,1,12,3,494
3,1,13,3,499
3,1,14,3,547
3,1,15,3,454
3,1,16,3,389
3,1,17,3,414
3,1,18,3,430
3,1,19,3,432
3,1,20,3,551
3,1,21,3,584
3,1,22,3,502
3,1,23,3,183
3,1,0,4,88
3,1,1,4,30
3,1,2,4,18
3,1,3,4,7
3,1,4,4,7
3,1,5,4,29
3,1,6,4,133
3,1,7,4,343
3,1,8,4,550
3,1,9,4,293
3,1,10,4,186
3,1,11,4,244
3,1,12,4,276
3,1,13,4,310
3,1,14,4,241
3,1,15,4,254
3,1,16,4,433
3,1,17,4,689
3,1,18,4,607
3,1,19,4,503
3,1,20,4,321
3,1,21,4,323
3,1,22,4,225
3,1,23,4,131
3,1,0,5,102
3,1,1,5,29
3,1,2,5,17
3,1,3,5,7
3,1,4,5,6
3,1,5,5,35
3,1,6,5,131
3,1,7,5,353
3,1,8,5,585
3,1,9,5,304
3,1,10,5,210
3,1,11,5,233
3,1,12,5,331
3,1,13,5,293
3,1,14,5,275
3,1,15,5,285
3,1,16,5,369
3,1,17,5,576
3,1,18,5,560
3,1,19,5,418
3,1,20,5,336
3,1,21,5,300
3,1,22,5,288
3,1,23,5,164
3,1,0,6,150
3,1,1,6,71
3,1,2,6,58
3,1,3,6,31
3,1,4,6,16
3,1,5,6,14
3,1,6,6,31
3,1,7,6,71
3,1,8,6,152
3,1,9,6,256
3,1,10,6,325
3,1,11,6,367
3,1,12,6,342
3,1,13,6,360
3,1,14,6,308
3,1,15,6,306
3,1,16,6,294
3,1,17,6,279
3,1,18,6,277
3,1,19,6,287
3,1,20,6,276
3,1,21,6,201
3,1,22,6,220
3,1,23,6,148
3,1,0,0,147
3,1,1,0,124
3,1,2,0,70
3,1,3,0,35
3,1,4,0,13
3,1,5,0,6
3,1,6,0,21
3,1,7,0,52
3,1,8,0,130
3,1,9,0,242
3,1,10,0,319
3,1,11,0,389
3,1,12,0,376
3,1,13,0,337
3,1,14,0,312
3,1,15,0,298
3,1,16,0,291
3,1,17,0,270
3,1,18,0,253
3,1,19,0,250
3,1,20,0,285
3,1,21,0,207
3,1,22,0,122
3,1,23,0,123
3,1,0,1,39
3,1,1,1,18
3,1,2,1,5
3,1,3,1,5
3,1,4,1,2
3,1,5,1,28
3,1,6,1,92
3,1,7,1,230
3,1,8,1,455
3,1,9,1,363
3,1,10,1,175
3,1,11,1,216
3,1,12,1,266
3,1,13,1,255
3,1,14,1,242
3,1,15,1,280
3,1,16,1,413
3,1,17,1,849
3,1,18,1,872
3,1,19,1,631
3,1,20,1,447
3,1,21,1,331
3,1,22,1,224
3,1,23,1,131
3,1,0,2,69
3,1,1,2,15
3,1,2,2,16
3,1,3,2,3
3,1,4,2,4
3,1,5,2,42
3,1,6,2,187
3,1,7,2,520
3,1,8,2,649
3,1,9,2,331
3,1,10,2,190
3,1,11,2,249
3,1,12,2,272
3,1,13,2,280
3,1,14,2,242
3,1,15,2,265
3,1,16,2,435
3,1,17,2,872
3,1,18,2,819
3,1,19,2,414
3,1,20,2,84
3,1,21,2,90
3,1,22,2,139
3,1,23,2,103
3,1,0,3,44
3,1,1,3,14
3,1,2,3,5
3,1,3,3,5
3,1,4,3,7
3,1,5,3,41
3,1,6,3,185
3,1,7,3,497
3,1,8,3,674
3,1,9,3,328
3,1,10,3,195
3,1,11,3,229
3,1,12,3,292
3,1,13,3,273
3,1,14,3,241
3,1,15,3,276
3,1,16,3,411
3,1,17,3,830
3,1,18,3,814
3,1,19,3,633
3,1,20,3,483
3,1,21,3,391
3,1,22,3,244
3,1,23,3,152
3,1,0,4,56
3,1,1,4,21
3,1,2,4,9
3,1,3,4,10
3,1,4,4,5
3,1,5,4,44
3,1,6,4,178
3,1,7,4,512
3,1,8,4,702
3,1,9,4,327
3,1,10,4,214
3,1,11,4,215
3,1,12,4,292
3,1,13,4,277
3,1,14,4,209
3,1,15,4,271
3,1,16,4,439
3,1,17,4,795
3,1,18,4,825
3,1,19,4,629
3,1,20,4,514
3,1,21,4,373
3,1,22,4,318
3,1,23,4,211
3,1,0,5,95
3,1,1,5,59
3,1,2,5,17
3,1,3,5,9
3,1,4,5,11
3,1,5,5,34
3,1,6,5,127
3,1,7,5,380
3,1,8,5,713
3,1,9,5,414
3,1,10,5,268
3,1,11,5,288
3,1,12,5,379
3,1,13,5,374
3,1,14,5,369
3,1,15,5,353
3,1,16,5,492
3,1,17,5,835
3,1,18,5,631
3,1,19,5,488
3,1,20,5,389
3,1,21,5,299
3,1,22,5,263
3,1,23,5,212
3,1,0,6,191
3,1,1,6,118
3,1,2,6,101
3,1,3,6,40
3,1,4,6,9
3,1,5,6,5
3,1,6,6,35
3,1,7,6,48
3,1,8,6,151
3,1,9,6,282
3,1,10,6,401
3,1,11,6,439
3,1,12,6,499
3,1,13,6,591
3,1,14,6,632
3,1,15,6,560
3,1,16,6,566
3,1,17,6,458
3,1,18,6,351
3,1,19,6,431
3,1,20,6,356
3,1,21,6,269
3,1,22,6,225
3,1,23,6,211
3,1,0,0,187
3,1,1,0,168
3,1,2,0,115
3,1,3,0,57
3,1,4,0,19
3,1,5,0,9
3,1,6,0,15
3,1,7,0,47
3,1,8,0,133
3,1,9,0,221
3,1,10,0,382
3,1,11,0,451
3,1,12,0,489
3,1,13,0,480
3,1,14,0,476
3,1,15,0,489
3,1,16,0,495
3,1,17,0,436
3,1,18,0,312
3,1,19,0,312
3,1,20,0,294
3,1,21,0,223
3,1,22,0,130
3,1,23,0,91
3,1,0,1,43
3,1,1,1,11
3,1,2,1,15
3,1,3,1,6
3,1,4,1,12
3,1,5,1,50
3,1,6,1,140
3,1,7,1,483
3,1,8,1,667
3,1,9,1,348
3,1,10,1,186
3,1,11,1,182
3,1,12,1,237
3,1,13,1,239
3,1,14,1,212
3,1,15,1,237
3,1,16,1,386
3,1,17,1,755
3,1,18,1,794
3,1,19,1,595
3,1,20,1,454
3,1,21,1,328
3,1,22,1,284
3,1,23,1,166
3,1,0,2,53
3,1,1,2,25
3,1,2,2,7
3,1,3,2,3
3,1,4,2,7
3,1,5,2,38
3,1,6,2,213
3,1,7,2,526
3,1,8,2,661
3,1,9,2,320
3,1,10,2,159
3,1,11,2,206
3,1,12,2,254
3,1,13,2,221
3,1,14,2,214
3,1,15,2,244
3,1,16,2,381
3,1,17,2,770
3,1,18,2,772
3,1,19,2,547
3,1,20,2,427
3,1,21,2,333
3,1,22,2,244
3,1,23,2,161
3,1,0,3,53
3,1,1,3,16
3,1,2,3,8
3,1,3,3,4
3,1,4,3,6
3,1,5,3,46
3,1,6,3,162
3,1,7,3,495
3,1,8,3,679
3,1,9,3,297
3,1,10,3,138
3,1,11,3,183
3,1,12,3,202
3,1,13,3,203
3,1,14,3,170
3,1,15,3,194
3,1,16,3,224
3,1,17,3,370
3,1,18,3,643
3,1,19,3,516
3,1,20,3,366
3,1,21,3,319
3,1,22,3,288
3,1,23,3,131
3,1,0,4,66
3,1,1,4,25
3,1,2,4,7
3,1,3,4,5
3,1,4,4,8
3,1,5,4,40
3,1,6,4,152
3,1,7,4,473
3,1,8,4,657
3,1,9,4,318
3,1,10,4,198
3,1,11,4,216
3,1,12,4,274
3,1,13,4,254
3,1,14,4,197
3,1,15,4,292
3,1,16,4,358
3,1,17,4,771
3,1,18,4,777
3,1,19,4,533
3,1,20,4,505
3,1,21,4,332
3,1,22,4,68
3,1,23,4,65
3,1,0,5,34
3,1,1,5,11
3,1,2,5,19
3,1,3,5,36
3,1,4,5,9
3,1,5,5,42
3,1,6,5,126
3,1,7,5,360
3,1,8,5,691
3,1,9,5,373
3,1,10,5,233
3,1,11,5,212
3,1,12,5,274
3,1,13,5,156
3,1,14,5,229
3,1,15,5,216
3,1,16,5,436
3,1,17,5,715
3,1,18,5,622
3,1,19,5,402
3,1,20,5,251
3,1,21,5,122
3,1,22,5,135
3,1,23,5,166
3,1,0,6,103
3,1,1,6,72
3,1,2,6,60
3,1,3,6,25
3,1,4,6,16
3,1,5,6,17
3,1,6,6,15
3,1,7,6,37
3,1,8,6,112
3,1,9,6,207
3,1,10,6,268
3,1,11,6,305
3,1,12,6,457
3,1,13,6,354
3,1,14,6,343
3,1,15,6,380
3,1,16,6,326
3,1,17,6,241
3,1,18,6,177
3,1,19,6,238
3,1,20,6,214
3,1,21,6,163
3,1,22,6,180
3,1,23,6,149
3,1,0,0,113
3,1,1,0,130
3,1,2,0,122
3,1,3,0,43
3,1,4,0,16
3,1,5,0,6
3,1,6,0,19
3,1,7,0,38
3,1,8,0,153
3,1,9,0,258
3,1,10,0,379
3,1,11,0,505
3,1,12,0,504
3,1,13,0,626
3,1,14,0,616
3,1,15,0,624
3,1,16,0,628
3,1,17,0,556
3,1,18,0,515
3,1,19,0,522
3,1,20,0,378
3,1,21,0,345
3,1,22,0,191
3,1,23,0,123
3,1,0,1,47
3,1,1,1,27
3,1,2,1,17
3,1,3,1,2
3,1,4,1,8
3,1,5,1,51
3,1,6,1,157
3,1,7,1,421
3,1,8,1,738
3,1,9,1,345
3,1,10,1,200
3,1,11,1,198
3,1,12,1,314
3,1,13,1,240
3,1,14,1,271
3,1,15,1,281
3,1,16,1,457
3,1,17,1,847
3,1,18,1,741
3,1,19,1,582
3,1,20,1,403
3,1,21,1,296
3,1,22,1,209
3,1,23,1,114
3,1,0,2,64
3,1,1,2,17
3,1,2,2,16
3,1,3,2,6
3,1,4,2,6
3,1,5,2,50
3,1,6,2,190
3,1,7,2,516
3,1,8,2,743
3,1,9,2,339
3,1,10,2,218
3,1,11,2,201
3,1,12,2,229
3,1,13,2,273
3,1,14,2,244
3,1,15,2,285
3,1,16,2,455
3,1,17,2,869
3,1,18,2,877
3,1,19,2,632
3,1,20,2,523
3,1,21,2,378
3,1,22,2,269
3,1,23,2,192
3,1,0,3,66
3,1,1,3,28
3,1,2,3,12
3,1,3,3,12
3,1,4,3,4
3,1,5,3,59
3,1,6,3,190
3,1,7,3,507
3,1,8,3,788
3,1,9,3,342
3,1,10,3,231
3,1,11,3,281
3,1,12,3,310
3,1,13,3,312
3,1,14,3,247
3,1,15,3,317
3,1,16,3,484
3,1,17,3,913
3,1,18,3,891
3,1,19,3,698
3,1,20,3,567
3,1,21,3,397
3,1,22,3,278
3,1,23,3,239
3,1,0,4,92
3,1,1,4,29
3,1,2,4,21
3,1,3,4,8
3,1,4,4,4
3,1,5,4,42
3,1,6,4,181
3,1,7,4,495
3,1,8,4,729
3,1,9,4,344
3,1,10,4,222
3,1,11,4,212
3,1,12,4,279
3,1,13,4,242
3,1,14,4,213
3,1,15,4,238
3,1,16,4,374
3,1,17,4,738
3,1,18,4,688
3,1,19,4,614
3,1,20,4,446
3,1,21,4,271
3,1,22,4,234
3,1,23,4,145
3,1,0,5,97
3,1,1,5,54
3,1,2,5,26
3,1,3,5,12
3,1,4,5,8
3,1,5,5,37
3,1,6,5,139
3,1,7,5,410
3,1,8,5,676
3,1,9,5,363
3,1,10,5,231
3,1,11,5,251
3,1,12,5,299
3,1,13,5,314
3,1,14,5,326
3,1,15,5,323
3,1,16,5,499
3,1,17,5,699
3,1,18,5,622
3,1,19,5,516
3,1,20,5,354
3,1,21,5,260
3,1,22,5,199
3,1,23,5,189
3,1,0,6,191
3,1,1,6,80
3,1,2,6,90
3,1,3,6,43
3,1,4,6,11
3,1,5,6,14
3,1,6,6,50
3,1,7,6,76
3,1,8,6,163
3,1,9,6,337
3,1,10,6,395
3,1,11,6,457
3,1,12,6,487
3,1,13,6,498
3,1,14,6,494
3,1,15,6,497
3,1,16,6,487
3,1,17,6,479
3,1,18,6,481
3,1,19,6,338
3,1,20,6,233
3,1,21,6,300
3,1,22,6,276
3,1,23,6,208
3,1,0,0,188
3,1,1,0,158
3,1,2,0,112
3,1,3,0,55
3,1,4,0,13
3,1,5,0,17
3,1,6,0,18
3,1,7,0,40
3,1,8,0,127
3,1,9,0,226
3,1,10,0,381
3,1,11,0,509
3,1,12,0,511
3,1,13,0,483
3,1,14,0,522
3,1,15,0,501
3,1,16,0,521
3,1,17,0,531
3,1,18,0,419
3,1,19,0,443
3,1,20,0,303
3,1,21,0,271
3,1,22,0,148
3,1,23,0,100
3,1,0,1,58
3,1,1,1,19
3,1,2,1,8
3,1,3,1,3
3,1,4,1,5
3,1,5,1,47
3,1,6,1,161
3,1,7,1,469
3,1,8,1,751
3,1,9,1,293
3,1,10,1,189
3,1,11,1,215
3,1,12,1,278
3,1,13,1,226
3,1,14,1,254
3,1,15,1,236
3,1,16,1,425
3,1,17,1,827
3,1,18,1,812
3,1,19,1,665
3,1,20,1,462
3,1,21,1,322
3,1,22,1,230
3,1,23,1,150
3,1,0,2,38
3,1,1,2,21
3,1,2,2,8
3,1,3,2,6
3,1,4,2,6
3,1,5,2,45
3,1,6,2,194
3,1,7,2,513
3,1,8,2,760
3,1,9,2,333
3,1,10,2,227
3,1,11,2,224
3,1,12,2,248
3,1,13,2,288
3,1,14,2,260
3,1,15,2,144
3,1,16,2,402
3,1,17,2,820
3,1,18,2,857
3,1,19,2,614
3,1,20,2,452
3,1,21,2,352
3,1,22,2,257
3,1,23,2,147
3,1,0,3,47
3,1,1,3,33
3,1,2,3,13
3,1,3,3,7
3,1,4,3,4
3,1,5,3,49
3,1,6,3,185
3,1,7,3,487
3,1,8,3,681
3,1,9,3,350
3,1,10,3,236
3,1,11,3,234
3,1,12,3,284
3,1,13,3,280
3,1,14,3,263
3,1,15,3,295
3,1,16,3,479
3,1,17,3,837
3,1,18,3,891
3,1,19,3,652
3,1,20,3,513
3,1,21,3,320
3,1,22,3,288
3,1,23,3,152
3,1,0,4,63
3,1,1,4,42
3,1,2,4,11
3,1,3,4,6
3,1,4,4,9
3,1,5,4,41
3,1,6,4,183
3,1,7,4,473
3,1,8,4,739
3,1,9,4,343
3,1,10,4,181
3,1,11,4,226
3,1,12,4,286
3,1,13,4,310
3,1,14,4,225
3,1,15,4,270
3,1,16,4,406
3,1,17,4,865
3,1,18,4,767
3,1,19,4,607
3,1,20,4,427
3,1,21,4,342
3,1,22,4,262
3,1,23,4,177
3,1,0,5,71
3,1,1,5,43
3,1,2,5,14
3,1,3,5,6
3,1,4,5,12
3,1,5,5,37
3,1,6,5,163
3,1,7,5,421
3,1,8,5,668
3,1,9,5,396
3,1,10,5,249
3,1,11,5,263
3,1,12,5,338
3,1,13,5,345
3,1,14,5,331
3,1,15,5,380
3,1,16,5,492
3,1,17,5,741
3,1,18,5,671
3,1,19,5,469
3,1,20,5,389
3,1,21,5,278
3,1,22,5,202
3,1,23,5,196
3,1,0,6,161
3,1,1,6,122
3,1,2,6,84
3,1,3,6,30
3,1,4,6,13
3,1,5,6,17
3,1,6,6,49
3,1,7,6,67
3,1,8,6,181
3,1,9,6,278
3,1,10,6,396
3,1,11,6,470
3,1,12,6,547
3,1,13,6,527
3,1,14,6,472
3,1,15,6,489
3,1,16,6,450
3,1,17,6,492
3,1,18,6,490
3,1,19,6,397
3,1,20,6,312
3,1,21,6,289
3,1,22,6,269
3,1,23,6,222
3,1,0,0,153
3,1,1,0,87
3,1,2,0,73
3,1,3,0,41
3,1,4,0,14
3,1,5,0,19
3,1,6,0,19
3,1,7,0,68
3,1,8,0,108
3,1,9,0,229
3,1,10,0,364
3,1,11,0,437
3,1,12,0,491
3,1,13,0,523
3,1,14,0,526
3,1,15,0,450
3,1,16,0,421
3,1,17,0,382
3,1,18,0,229
3,1,19,0,185
3,1,20,0,193
3,1,21,0,208
3,1,22,0,157
3,1,23,0,87
3,1,0,1,33
3,1,1,1,11
3,1,2,1,5
3,1,3,1,5
3,1,4,1,11
3,1,5,1,25
3,1,6,1,141
3,1,7,1,407
3,1,8,1,605
3,1,9,1,276
3,1,10,1,213
3,1,11,1,260
3,1,12,1,285
3,1,13,1,289
3,1,14,1,287
3,1,15,1,274
3,1,16,1,451
3,1,17,1,858
3,1,18,1,843
3,1,19,1,640
3,1,20,1,457
3,1,21,1,317
3,1,22,1,207
3,1,23,1,113
3,1,0,2,47
3,1,1,2,18
3,1,2,2,13
3,1,3,2,6
3,1,4,2,9
3,1,5,2,36
3,1,6,2,179
3,1,7,2,502
3,1,8,2,705
3,1,9,2,327
3,1,10,2,250
3,1,11,2,214
3,1,12,2,283
3,1,13,2,253
3,1,14,2,261
3,1,15,2,306
3,1,16,2,445
3,1,17,2,868
3,1,18,2,814
3,1,19,2,610
3,1,20,2,448
3,1,21,2,317
3,1,22,2,224
3,1,23,2,138
3,1,0,3,58
3,1,1,3,23
3,1,2,3,6
3,1,3,3,7
3,1,4,3,7
3,1,5,3,43
3,1,6,3,173
3,1,7,3,482
3,1,8,3,737
3,1,9,3,341
3,1,10,3,214
3,1,11,3,239
3,1,12,3,280
3,1,13,3,313
3,1,14,3,236
3,1,15,3,278
3,1,16,3,441
3,1,17,3,858
3,1,18,3,862
3,1,19,3,686
3,1,20,3,500
3,1,21,3,381
3,1,22,3,233
3,1,23,3,136
3,1,0,4,67
3,1,1,4,28
3,1,2,4,14
3,1,3,4,6
3,1,4,4,10
3,1,5,4,41
3,1,6,4,167
3,1,7,4,475
3,1,8,4,698
3,1,9,4,353
3,1,10,4,205
3,1,11,4,260
3,1,12,4,277
3,1,13,4,281
3,1,14,4,247
3,1,15,4,267
3,1,16,4,417
3,1,17,4,810
3,1,18,4,811
3,1,19,4,623
3,1,20,4,478
3,1,21,4,336
3,1,22,4,259
3,1,23,4,156
3,1,0,5,85
3,1,1,5,41
3,1,2,5,20
3,1,3,5,9
3,1,4,5,7
3,1,5,5,33
3,1,6,5,44
3,1,7,5,133
3,1,8,5,119
3,1,9,5,220
3,1,10,5,193
3,1,11,5,251
3,1,12,5,315
3,1,13,5,290
3,1,14,5,307
3,1,15,5,324
3,1,16,5,467
3,1,17,5,730
3,1,18,5,640
3,1,19,5,492
3,1,20,5,370
3,1,21,5,286
3,1,22,5,218
3,1,23,5,192
3,1,0,6,180
3,1,1,6,116
3,1,2,6,85
3,1,3,6,21
3,1,4,6,10
3,1,5,6,11
3,1,6,6,23
3,1,7,6,62
3,1,8,6,162
3,1,9,6,271
3,1,10,6,407
3,1,11,6,499
3,1,12,6,546
3,1,13,6,569
3,1,14,6,538
3,1,15,6,562
3,1,16,6,531
3,1,17,6,512
3,1,18,6,300
3,1,19,6,275
3,1,20,6,160
3,1,21,6,128
3,1,22,6,168
3,1,23,6,163
3,1,0,0,120
3,1,1,0,113
3,1,2,0,86
3,1,3,0,48
3,1,4,0,10
3,1,5,0,10
3,1,6,0,16
3,1,7,0,39
3,1,8,0,119
3,1,9,0,217
3,1,10,0,328
3,1,11,0,449
3,1,12,0,505
3,1,13,0,543
3,1,14,0,579
3,1,15,0,577
3,1,16,0,513
3,1,17,0,505
3,1,18,0,491
3,1,19,0,465
3,1,20,0,300
3,1,21,0,220
3,1,22,0,181
3,1,23,0,110
3,1,0,1,47
3,1,1,1,14
3,1,2,1,9
3,1,3,1,6
3,1,4,1,11
3,1,5,1,36
3,1,6,1,159
3,1,7,1,436
3,1,8,1,673
3,1,9,1,305
3,1,10,1,199
3,1,11,1,245
3,1,12,1,276
3,1,13,1,254
3,1,14,1,248
3,1,15,1,274
3,1,16,1,464
3,1,17,1,818
3,1,18,1,812
3,1,19,1,555
3,1,20,1,432
3,1,21,1,290
3,1,22,1,192
3,1,23,1,128
3,1,0,2,60
3,1,1,2,27
3,1,2,2,11
3,1,3,2,3
3,1,4,2,5
3,1,5,2,36
3,1,6,2,64
3,1,7,2,179
3,1,8,2,618
3,1,9,2,402
3,1,10,2,208
3,1,11,2,196
3,1,12,2,300
3,1,13,2,286
3,1,14,2,255
3,1,15,2,283
3,1,16,2,458
3,1,17,2,812
3,1,18,2,854
3,1,19,2,627
3,1,20,2,436
3,1,21,2,308
3,1,22,2,189
3,1,23,2,167
3,1,0,3,60
3,1,1,3,37
3,1,2,3,8
3,1,3,3,11
3,1,4,3,4
3,1,5,3,39
3,1,6,3,172
3,1,7,3,492
3,1,8,3,682
3,1,9,3,367
3,1,10,3,233
3,1,11,3,235
3,1,12,3,307
3,1,13,3,294
3,1,14,3,255
3,1,15,3,266
3,1,16,3,431
3,1,17,3,851
3,1,18,3,848
3,1,19,3,649
3,1,20,3,427
3,1,21,3,315
3,1,22,3,226
3,1,23,3,138
3,1,0,4,76
3,1,1,4,21
3,1,2,4,15
3,1,3,4,4
3,1,4,4,5
3,1,5,4,37
3,1,6,4,165
3,1,7,4,464
3,1,8,4,682
3,1,9,4,337
3,1,10,4,199
3,1,11,4,274
3,1,12,4,343
3,1,13,4,300
3,1,14,4,248
3,1,15,4,260
3,1,16,4,419
3,1,17,4,897
3,1,18,4,832
3,1,19,4,677
3,1,20,4,514
3,1,21,4,356
3,1,22,4,254
3,1,23,4,226
3,1,0,5,88
3,1,1,5,54
3,1,2,5,19
3,1,3,5,6
3,1,4,5,9
3,1,5,5,36
3,1,6,5,157
3,1,7,5,379
3,1,8,5,668
3,1,9,5,378
3,1,10,5,231
3,1,11,5,303
3,1,12,5,365
3,1,13,5,357
3,1,14,5,328
3,1,15,5,383
3,1,16,5,488
3,1,17,5,791
3,1,18,5,669
3,1,19,5,491
3,1,20,5,359
3,1,21,5,255
3,1,22,5,213
3,1,23,5,121
3,1,0,6,105
3,1,1,6,92
3,1,2,6,43
3,1,3,6,30
3,1,4,6,13
3,1,5,6,9
3,1,6,6,27
3,1,7,6,64
3,1,8,6,189
3,1,9,6,292
3,1,10,6,480
3,1,11,6,536
3,1,12,6,654
3,1,13,6,644
3,1,14,6,598
3,1,15,6,596
3,1,16,6,641
3,1,17,6,635
3,1,18,6,554
3,1,19,6,488
3,1,20,6,341
3,1,21,6,338
3,1,22,6,261
3,1,23,6,235
3,1,0,0,187
3,1,1,0,131
3,1,2,0,119
3,1,3,0,55
3,1,4,0,26
3,1,5,0,11
3,1,6,0,20
3,1,7,0,41
3,1,8,0,124
3,1,9,0,270
3,1,10,0,425
3,1,11,0,272
3,1,12,0,298
3,1,13,0,162
3,1,14,0,149
3,1,15,0,276
3,1,16,0,356
3,1,17,0,343
3,1,18,0,377
3,1,19,0,341
3,1,20,0,274
3,1,21,0,190
3,1,22,0,56
3,1,23,0,46
3,1,0,1,26
3,1,1,1,10
3,1,2,1,5
3,1,3,1,3
3,1,4,1,7
3,1,5,1,37
3,1,6,1,161
3,1,7,1,442
3,1,8,1,655
3,1,9,1,357
3,1,10,1,193
3,1,11,1,241
3,1,12,1,282
3,1,13,1,291
3,1,14,1,275
3,1,15,1,309
3,1,16,1,460
3,1,17,1,893
3,1,18,1,815
3,1,19,1,299
3,1,20,1,261
3,1,21,1,245
3,1,22,1,161
3,1,23,1,102
3,1,0,2,59
3,1,1,2,33
3,1,2,2,8
3,1,3,2,3
3,1,4,2,4
3,1,5,2,34
3,1,6,2,169
3,1,7,2,519
3,1,8,2,723
3,1,9,2,328
3,1,10,2,178
3,1,11,2,256
3,1,12,2,305
3,1,13,2,331
3,1,14,2,302
3,1,15,2,302
3,1,16,2,467
3,1,17,2,878
3,1,18,2,625
3,1,19,2,476
3,1,20,2,358
3,1,21,2,280
3,1,22,2,232
3,1,23,2,136
3,1,0,3,55
3,1,1,3,21
3,1,2,3,17
3,1,3,3,7
3,1,4,3,8
3,1,5,3,40
3,1,6,3,187
3,1,7,3,553
3,1,8,3,740
3,1,9,3,376
3,1,10,3,225
3,1,11,3,267
3,1,12,3,312
3,1,13,3,316
3,1,14,3,266
3,1,15,3,316
3,1,16,3,460
3,1,17,3,783
3,1,18,3,683
3,1,19,3,580
3,1,20,3,391
3,1,21,3,351
3,1,22,3,281
3,1,23,3,140
3,1,0,4,60
3,1,1,4,25
3,1,2,4,20
3,1,3,4,9
3,1,4,4,6
3,1,5,4,37
3,1,6,4,192
3,1,7,4,481
3,1,8,4,707
3,1,9,4,412
3,1,10,4,233
3,1,11,4,278
3,1,12,4,332
3,1,13,4,346
3,1,14,4,305
3,1,15,4,305
3,1,16,4,465
3,1,17,4,820
3,1,18,4,941
3,1,19,4,633
3,1,20,4,474
3,1,21,4,329
3,1,22,4,198
3,1,23,4,157
3,1,0,5,111
3,1,1,5,42
3,1,2,5,16
3,1,3,5,8
3,1,4,5,8
3,1,5,5,38
3,1,6,5,151
3,1,7,5,425
3,1,8,5,744
3,1,9,5,389
3,1,10,5,262
3,1,11,5,281
3,1,12,5,371
3,1,13,5,351
3,1,14,5,338
3,1,15,5,350
3,1,16,5,515
3,1,17,5,812
3,1,18,5,736
3,1,19,5,536
3,1,20,5,363
3,1,21,5,306
3,1,22,5,251
3,1,23,5,178
3,1,0,6,135
3,1,1,6,115
3,1,2,6,79
3,1,3,6,38
3,1,4,6,12
3,1,5,6,14
3,1,6,6,30
3,1,7,6,102
3,1,8,6,162
3,1,9,6,288
3,1,10,6,442
3,1,11,6,457
3,1,12,6,584
3,1,13,6,517
3,1,14,6,482
3,1,15,6,233
3,1,16,6,434
3,1,17,6,403
3,1,18,6,383
3,1,19,6,354
3,1,20,6,241
3,1,21,6,208
3,1,22,6,182
3,1,23,6,158
3,1,0,0,134
3,1,1,0,134
3,1,2,0,116
3,1,3,0,53
3,1,4,0,16
3,1,5,0,16
3,1,6,0,21
3,1,7,0,34
3,1,8,0,133
3,1,9,0,263
3,1,10,0,385
3,1,11,0,482
3,1,12,0,626
3,1,13,0,541
3,1,14,0,377
3,1,15,0,391
3,1,16,0,173
3,1,17,0,233
3,1,18,0,264
3,1,19,0,292
3,1,20,0,211
3,1,21,0,166
3,1,22,0,114
3,1,23,0,80
3,1,0,1,32
3,1,1,1,7
3,1,2,1,8
3,1,3,1,4
3,1,4,1,12
3,1,5,1,36
3,1,6,1,145
3,1,7,1,433
3,1,8,1,699
3,1,9,1,342
3,1,10,1,206
3,1,11,1,229
3,1,12,1,283
3,1,13,1,288
3,1,14,1,246
3,1,15,1,282
3,1,16,1,444
3,1,17,1,845
3,1,18,1,834
3,1,19,1,573
3,1,20,1,416
3,1,21,1,278
3,1,22,1,161
3,1,23,1,114
3,1,0,2,38
3,1,1,2,21
3,1,2,2,15
3,1,3,2,4
3,1,4,2,8
3,1,5,2,42
3,1,6,2,147
3,1,7,2,269
3,1,8,2,693
3,1,9,2,395
3,1,10,2,204
3,1,11,2,218
3,1,12,2,297
3,1,13,2,288
3,1,14,2,251
3,1,15,2,317
3,1,16,2,480
3,1,17,2,864
3,1,18,2,818
3,1,19,2,597
3,1,20,2,435
3,1,21,2,314
3,1,22,2,216
3,1,23,2,109
3,1,0,3,47
3,1,1,3,14
3,1,2,3,6
3,1,3,3,9
3,1,4,3,10
3,1,5,3,40
3,1,6,3,181
3,1,7,3,554
3,1,8,3,808
3,1,9,3,348
3,1,10,3,178
3,1,11,3,253
3,1,12,3,360
3,1,13,3,300
3,1,14,3,301
3,1,15,3,338
3,1,16,3,493
3,1,17,3,870
3,1,18,3,812
3,1,19,3,643
3,1,20,3,427
3,1,21,3,313
3,1,22,3,235
3,1,23,3,157
3,1,0,4,65
3,1,1,4,23
3,1,2,4,17
3,1,3,4,5
3,1,4,4,8
3,1,5,4,35
3,1,6,4,163
3,1,7,4,532
3,1,8,4,754
3,1,9,4,396
3,1,10,4,234
3,1,11,4,276
3,1,12,4,294
3,1,13,4,290
3,1,14,4,273
3,1,15,4,338
3,1,16,4,482
3,1,17,4,844
3,1,18,4,853
3,1,19,4,610
3,1,20,4,471
3,1,21,4,307
3,1,22,4,291
3,1,23,4,152
3,1,0,5,82
3,1,1,5,32
3,1,2,5,20
3,1,3,5,5
3,1,4,5,7
3,1,5,5,29
3,1,6,5,108
3,1,7,5,421
3,1,8,5,690
3,1,9,5,398
3,1,10,5,256
3,1,11,5,309
3,1,12,5,410
3,1,13,5,368
3,1,14,5,436
3,1,15,5,526
